crohn’s,296032.27255684405
mellitus,332991.570030813
angina,300607.58191643975
alzheimer’s,283990.6877057785
diabetespeople,264511.0654610855
polycystic,280606.08112952986
diabetic,293633.8570302645
endometrial,288033.21350972686
huntington’s,273064.11992496793
hormone-targeted,275103.78769842704
atherosclerosis,294633.3004050196
diabetes—,284845.3473757135
pcos,372223.55075640307
cancerfor,312928.957667381
endometriosis,298184.7593812341
preeclampsia,334262.4898675032
lung,311385.249288043
psoriasis,389094.43200119864
cancers,287023.8408338717
dementia,299340.7279928165
uterine,267593.96582299663
cancermen,267451.36697418115
cataracts,276536.87934944354
tendinopathy,303654.99824735767
postmenopausal,268468.13120865077
osteopenia,338541.7783477607
hyperlipidemia,428528.19246271084
thromboembolism,345706.4887031086
riskabout,302952.5838909065
dementiathe,264867.6046719727
all-cause,260408.42289193624
hypothyroidism,289031.59294820385
scad,355841.20604499354
disease—,333708.67001633096
osteoarthritis,331685.4232657068
atrial,260961.56530587585
copd,297278.1496242827
emphysema,286253.4396392461
fibromyalgia,327226.4446737775
malignancies,278038.1258775692
adult-onset,259016.62691845457
diseasethese,310207.7545846922
modifiable,301252.00802631915
metabolic,324201.454410203
revascularization,268601.1229568963
pre-eclampsia,340415.4797454192
ibd,310203.9409491194
cardiovascular,367557.217986842
mild-to-moderate,271011.8005821534
cancerwhile,259416.66153114592
insufficiency,338847.3121745389
eclampsia,300298.01954401634
diabetes,419354.16116724577
cancerstill,271475.8359174283
underactive,285199.0710764261
glaucoma,405130.11331843724
alzheimers,281423.3502882926
hypercholesterolemia,268153.2413264455
diseaseoverall,298678.75021253404
age-related,277761.93180451787
colorectal,272188.92832231504
periodontal,308554.82970559114
chd,316663.62996435276
obesity,264138.97871320933
coronary,316558.99765439896
type-,326577.9159440764
diabetesthe,339024.69755305815
hypertensive,337972.6776530703
anemia,313111.5557495546
heart,263753.2275420025
gestational,261799.95026508038
thyroid,349939.4082546829
arthritis,321003.5553204015
incontinence,262481.1996919709
diseasealthough,309295.3361925815
diabetics,335633.2623504936
gout,323032.52631452394
periodontitis,260679.7149183707
iron-deficiency,353700.9061664188
antidiabetic,337812.1809352038
hypertension”,277822.42006797245
diabetesbut,298833.069920467
esophageal,292608.66486417106
metastases,263573.5439457407
afib,348777.71186060616
bph,310228.0683685028
diseasestudies,260856.73360571044
myocardial,285761.5495724013
prediabetes,308702.0757274668
heart-related,273149.9884610917
diabetesthey,364891.3447440747
obesity-linked,325752.5784622865
ischemia,281007.9458557814
strokethe,288508.9743984812
nafld,268225.38601268025
ischemic,280731.427919057
arrhythmias,407849.9185153049
hypertension,474893.22405120026
ckd,342325.9142901227
a-fib,267481.2489531756
