bleeding,79048.5394047137
vomiting—,91471.26124466986
sickness,98939.78426852025
pus,80373.98417681796
allergy-like,110830.85281218449
fatigue,90507.93737519732
coughing,267143.874411037
itching,95816.84937096295
flu-like,82342.68460381775
dehydration,91111.32550501764
respiratory,95426.79745127063
vomiting,202994.145951864
abscesses,81594.8360524548
dizziness,130121.19990178158
mild,120867.28450068427
drowsiness,80916.83315432367
swelling,132223.7474284545
mucous,92359.0348598422
aches,177580.47267073853
uncontrollable,112516.52793277896
earaches,108117.21221255133
fever,129746.31164307462
sores,159166.67621007396
itchy,126183.13817250673
ear,88000.05895709738
numbness,136235.42656839575
stuffiness,96517.37674566952
stuffed-up,75356.01506104093
rashes,158669.37792637502
bronchitis,104362.43668060566
exhaustion,90301.6885634462
cold-like,81046.68650752089
fainting,80143.2890694476
blisters,140168.98709346406
throbbing,92345.02287639923
sniffling,92044.19805972217
nasal,77873.72507661545
encephalitis,86147.95568729208
backache,115598.2828436192
hemorrhoids,81761.43562716873
sinuses,74323.80382517775
hoarseness,87187.90132305556
breathlessness,74259.70805636505
cramps,182786.04458023555
swallowing,78787.18978565217
stomach,99736.82743516733
wheezing,134077.4702462503
cough,173029.20265372648
urination,85843.88281773869
post-nasal,76284.52828753719
cramping,147710.70370832033
twitching,79379.84191661187
achy,99193.35716763085
tiredness,106052.26477821912
sniffles,111298.90289941554
achesthe,74524.41138275867
colds,101950.43169443379
diarrhea,166674.57036620227
saiddengue,73198.73149733913
nausea,161927.47603017878
mucus,96256.37096224698
gastrointestinal,86652.91409671748
ache,98223.34340461141
airpatients,75632.90656183896
achiness,118757.18101301267
diarrheabecause,101884.72366676635
fevers,131667.7696808188
light-headedness,109581.12201597096
bloating,95029.50926831001
indigestion,78402.21884645238
coughs,110639.89976428279
diarrhoea,87076.58742631062
clammy,84014.27488034024
pneumonia,101869.62194530618
sneezing,201955.60969391395
blister-like,110590.14553971164
cystitis,81417.3017431061
anaphylactic,74081.738111846
lightheadedness,128851.07627053202
headaches,131061.85465555625
watery,90118.8334825098
tenderness,91030.02590327091
disorientation,97401.37845015984
itchiness,83650.39772906933
hives,143317.57325572948
jaundice,82288.78175910124
runny,147456.64197239548
irritation,160794.35830214893
tingling,113955.82511525942
rash,106493.54412479019
canker,76840.49699249226
sinus,128911.15298287683
convulsions,124490.71502866584
swollen,79066.51671371459
shortness,115953.16203779842
scratchy,73280.90191617305
headache,136576.6119720823
redness,158955.40491690513
ulcers,81338.07248359198
sweating,78450.99694563614
